,X,sample_uid,tipnamecodes,matrix.species,matrix.subspecies,aos.howardmoore.species,aos.clements.species,iucn.species,howardmoore.family,jetz.tip,notes
3953,3953,1410,Syndac_striata_L58428,Syndactyla striata,-,Syndactyla striata,Syndactyla striata,Syndactyla striata,Furnariidae,Simoxenops_striatus,
3954,3954,1402,Syndac_subal_L12045,Syndactyla subalaris,subalaris,Syndactyla subalaris,Syndactyla subalaris,Syndactyla subalaris,Furnariidae,Syndactyla_subalaris,
3955,3955,1408,Syndac_ucaya_FMNH321565,Syndactyla ucayalae,-,Syndactyla ucayalae,Syndactyla ucayalae,Syndactyla ucayalae,Furnariidae,Simoxenops_ucayalae,
3956,3956,1408,Syndac_ucaya_FMNH321565,Syndactyla ucayalae,-,Syndactyla ucayalae,Syndactyla ucayalae,Syndactyla ucayalae,Furnariidae,Simoxenops_ucayalae,
3957,3957,1408,Syndac_ucaya_FMNH321565,Syndactyla ucayalae,-,Syndactyla ucayalae,Syndactyla ucayalae,Syndactyla ucayalae,Furnariidae,Simoxenops_ucayalae,
3958,3958,2160,Tachur_rubstr_LSUMZ48210,Tachuris rubrigastra,?,Tachuris rubrigastra,Tachuris rubrigastra,Tachuris rubrigastra,Tachurididae,Tachuris_rubrigastra,
3959,3959,2158,Tachur_rubstr_LSUMZ52319,Tachuris rubrigastra,Junin,Tachuris rubrigastra,Tachuris rubrigastra,Tachuris rubrigastra,Tachurididae,Tachuris_rubrigastra,
3960,3960,2156,Tachur_rubstr_S614701,Tachuris rubrigastra,rubrigastra,Tachuris rubrigastra,Tachuris rubrigastra,Tachuris rubrigastra,Tachurididae,Tachuris_rubrigastra,
3961,3961,2156,Tachur_rubstr_S614701,Tachuris rubrigastra,rubrigastra,Tachuris rubrigastra,Tachuris rubrigastra,Tachuris rubrigastra,Tachurididae,Tachuris_rubrigastra,
3962,3962,2160,Tachur_rubstr_LSUMZ48210,Tachuris rubrigastra,?,Tachuris rubrigastra,Tachuris rubrigastra,Tachuris rubrigastra,Tachurididae,Tachuris_rubrigastra,
3963,3963,2158,Tachur_rubstr_LSUMZ52319,Tachuris rubrigastra,Junin,Tachuris rubrigastra,Tachuris rubrigastra,Tachuris rubrigastra,Tachurididae,Tachuris_rubrigastra,
3964,3964,2264,Taenio_andrei_GMPDS426,Taeniotriccus andrei,andrei,Taeniotriccus andrei,Taeniotriccus andrei,Taeniotriccus andrei,Pipromorphidae,Taeniotriccus_andrei,
3965,3965,2264,Taenio_andrei_GMPDS426,Taeniotriccus andrei,andrei,Taeniotriccus andrei,Taeniotriccus andrei,Taeniotriccus andrei,Pipromorphidae,Taeniotriccus_andrei,
3966,3966,82,Taraba_major_LSU52941,Taraba major,obscurus,Taraba major,Taraba major,Taraba major,Thamnophilidae,Taraba_major,
3967,3967,81,Taraba_major_LSU60855,Taraba major,melanocrissus,Taraba major,Taraba major,Taraba major,Thamnophilidae,Taraba_major,
3968,3968,85,Taraba_major_ICN39140,Taraba major,granadensis,Taraba major,Taraba major,Taraba major,Thamnophilidae,Taraba_major,
3969,3969,80,Taraba_major_L12814,Taraba major,major,Taraba major,Taraba major,Taraba major,Thamnophilidae,Taraba_major,
3970,3970,88,Taraba_major_LSU10797,Taraba major,melanurus,Taraba major,Taraba major,Taraba major,Thamnophilidae,Taraba_major,
3971,3971,82,Taraba_major_LSU52941,Taraba major,obscurus,Taraba major,Taraba major,Taraba major,Thamnophilidae,Taraba_major,
3972,3972,81,Taraba_major_LSU60855,Taraba major,melanocrissus,Taraba major,Taraba major,Taraba major,Thamnophilidae,Taraba_major,
3973,3973,83,Taraba_major_LSU66728,Taraba major,transandeanus,Taraba major,Taraba major,Taraba major,Thamnophilidae,Taraba_major,
3974,3974,90,Taraba_major_MPEGCOUFT361,Taraba major,stagurus,Taraba major,Taraba major,Taraba major,Thamnophilidae,Taraba_major,
3975,3975,86,Taraba_major_MZU94636,Taraba major,semifasciatus,Taraba major,Taraba major,Taraba major,Thamnophilidae,Taraba_major,
3976,3976,89,Taraba_major_MZUJ1128,Taraba major,borbae,Taraba major,Taraba major,Taraba major,Thamnophilidae,Taraba_major,
3977,3977,85,Taraba_major_ICN39140,Taraba major,granadensis,Taraba major,Taraba major,Taraba major,Thamnophilidae,Taraba_major,
3978,3978,80,Taraba_major_L12814,Taraba major,major,Taraba major,Taraba major,Taraba major,Thamnophilidae,Taraba_major,
3979,3979,88,Taraba_major_LSU10797,Taraba major,melanurus,Taraba major,Taraba major,Taraba major,Thamnophilidae,Taraba_major,
3980,3980,82,Taraba_major_LSU52941,Taraba major,obscurus,Taraba major,Taraba major,Taraba major,Thamnophilidae,Taraba_major,
3981,3981,81,Taraba_major_LSU60855,Taraba major,melanocrissus,Taraba major,Taraba major,Taraba major,Thamnophilidae,Taraba_major,
3982,3982,83,Taraba_major_LSU66728,Taraba major,transandeanus,Taraba major,Taraba major,Taraba major,Thamnophilidae,Taraba_major,
3983,3983,86,Taraba_major_MZU94636,Taraba major,semifasciatus,Taraba major,Taraba major,Taraba major,Thamnophilidae,Taraba_major,
3984,3984,89,Taraba_major_MZUJ1128,Taraba major,borbae,Taraba major,Taraba major,Taraba major,Thamnophilidae,Taraba_major,
3985,3985,89,Taraba_major_MZUJ1128,Taraba major,borbae,Taraba major,Taraba major,Taraba major,Thamnophilidae,Taraba_major,
3986,3986,90,Taraba_major_MPEGCOUFT361,Taraba major,stagurus,Taraba major,Taraba major,Taraba major,Thamnophilidae,Taraba_major,
3987,3987,1284,Tarph_cerdes_L18872,Tarphonomus certhioides,estebani,Tarphonomus certhioides,Tarphonomus certhioides,Tarphonomus certhioides,Furnariidae,Tarphonomus_certhioides,
3988,3988,1284,Tarph_cerdes_L18872,Tarphonomus certhioides,estebani,Tarphonomus certhioides,Tarphonomus certhioides,Tarphonomus certhioides,Furnariidae,Tarphonomus_certhioides,
3989,3989,1284,Tarph_cerdes_L18872,Tarphonomus certhioides,estebani,Tarphonomus certhioides,Tarphonomus certhioides,Tarphonomus certhioides,Furnariidae,Tarphonomus_certhioides,
3990,3990,1282,Tarph_harte_L6574,Tarphonomus harterti,-,Tarphonomus harterti,Tarphonomus harterti,Tarphonomus harterti,Furnariidae,Tarphonomus_harterti,
3991,3991,1282,Tarph_harte_L6574,Tarphonomus harterti,-,Tarphonomus harterti,Tarphonomus harterti,Tarphonomus harterti,Furnariidae,Tarphonomus_harterti,
3992,3992,888,Teledr_fuscus_A10368,Teledromas fuscus,-,Teledromas fuscus,Teledromas fuscus,Teledromas fuscus,Rhinocryptidae,Teledromas_fuscus,
3993,3993,888,Teledr_fuscus_A10368,Teledromas fuscus,-,Teledromas fuscus,Teledromas fuscus,Teledromas fuscus,Rhinocryptidae,Teledromas_fuscus,
3994,3994,888,Teledr_fuscus_A10368,Teledromas fuscus,-,Teledromas fuscus,Teledromas fuscus,Teledromas fuscus,Rhinocryptidae,Teledromas_fuscus,
3995,3995,2386,Tereno_eryrus_SB09133,Terenotriccus erythrurus,erythrurus,Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus erythrurus,Onychorhynchidae,Terenotriccus_erythrurus,
3996,3996,2385,Tereno_eryrus_W105709,Terenotriccus erythrurus,fulvigularis,Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus erythrurus,Onychorhynchidae,Terenotriccus_erythrurus,
3997,3997,2386,Tereno_eryrus_SB09133,Terenotriccus erythrurus,erythrurus,Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus erythrurus,Onychorhynchidae,Terenotriccus_erythrurus,
3998,3998,2385,Tereno_eryrus_W105709,Terenotriccus erythrurus,fulvigularis,Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus erythrurus,Onychorhynchidae,Terenotriccus_erythrurus,
3999,3999,518,Terenu_macata_L25886,Terenura maculata,-,Terenura maculata,Terenura maculata,Terenura maculata,Thamnophilidae,Terenura_maculata,
4000,4000,518,Terenu_macata_L25886,Terenura maculata,-,Terenura maculata,Terenura maculata,Terenura maculata,Thamnophilidae,Terenura_maculata,
4001,4001,518,Terenu_macata_L25886,Terenura maculata,-,Terenura maculata,Terenura maculata,Terenura maculata,Thamnophilidae,Terenura_maculata,
4002,4002,NA,,Terenura sicki,,Terenura sicki,Terenura sicki,Terenura sicki,Thamnophilidae,Terenura_sicki,missing from tree
4003,4003,235,Thamni_ananus_L26439,Thamnistes anabatinus,anabatinus,Thamnistes anabatinus,Thamnistes anabatinus,Thamnistes anabatinus,Thamnophilidae,Thamnistes_anabatinus,
4004,4004,235,Thamni_ananus_L26439,Thamnistes anabatinus,anabatinus,Thamnistes anabatinus,Thamnistes anabatinus,Thamnistes anabatinus,Thamnophilidae,Thamnistes_anabatinus,
4005,4005,235,Thamni_ananus_L26439,Thamnistes anabatinus,anabatinus,Thamnistes anabatinus,Thamnistes anabatinus,Thamnistes anabatinus,Thamnophilidae,Thamnistes_anabatinus,
4006,4006,NA,,Thamnistes anabatinus,,Thamnistes anabatinus,Thamnistes anabatinus,Thamnistes aequatorialis,Thamnophilidae,Thamnistes_anabatinus,missing from tree and split by IUCN
4007,4007,273,Thamman_ardcus_L6896,Thamnomanes ardesiacus,ardesiacus,Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnophilidae,Thamnomanes_ardesiacus,
4008,4008,274,Thamman_ardcus_MZU92005,Thamnomanes ardesiacus,obidensis,Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnophilidae,Thamnomanes_ardesiacus,
4009,4009,273,Thamman_ardcus_L6896,Thamnomanes ardesiacus,ardesiacus,Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnophilidae,Thamnomanes_ardesiacus,
4010,4010,274,Thamman_ardcus_MZU92005,Thamnomanes ardesiacus,obidensis,Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnophilidae,Thamnomanes_ardesiacus,
4011,4011,273,Thamman_ardcus_L6896,Thamnomanes ardesiacus,ardesiacus,Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnophilidae,Thamnomanes_ardesiacus,
4012,4012,281,Thamman_caesi_MZU92757,Thamnomanes caesius,hoffmansi,Thamnomanes caesius,Thamnomanes caesius,Thamnomanes caesius,Thamnophilidae,Thamnomanes_caesius,
4013,4013,280,Thamman_caesi_MZU93855,Thamnomanes caesius,glaucus,Thamnomanes caesius,Thamnomanes caesius,Thamnomanes caesius,Thamnophilidae,Thamnomanes_caesius,
4014,4014,278,Thamman_caesi_MZUJ867,Thamnomanes caesius,persimilis,Thamnomanes caesius,Thamnomanes caesius,Thamnomanes caesius,Thamnophilidae,Thamnomanes_caesius,
4015,4015,277,Thamman_caesi_SP91353,Thamnomanes caesius,caesius,Thamnomanes caesius,Thamnomanes caesius,Thamnomanes caesius,Thamnophilidae,Thamnomanes_caesius,
4016,4016,277,Thamman_caesi_SP91353,Thamnomanes caesius,caesius,Thamnomanes caesius,Thamnomanes caesius,Thamnomanes caesius,Thamnophilidae,Thamnomanes_caesius,
4017,4017,281,Thamman_caesi_MZU92757,Thamnomanes caesius,hoffmansi,Thamnomanes caesius,Thamnomanes caesius,Thamnomanes caesius,Thamnophilidae,Thamnomanes_caesius,
4018,4018,280,Thamman_caesi_MZU93855,Thamnomanes caesius,glaucus,Thamnomanes caesius,Thamnomanes caesius,Thamnomanes caesius,Thamnophilidae,Thamnomanes_caesius,
4019,4019,278,Thamman_caesi_MZUJ867,Thamnomanes caesius,persimilis,Thamnomanes caesius,Thamnomanes caesius,Thamnomanes caesius,Thamnophilidae,Thamnomanes_caesius,
4020,4020,278,Thamman_caesi_MZUJ867,Thamnomanes caesius,persimilis,Thamnomanes caesius,Thamnomanes caesius,Thamnomanes caesius,Thamnophilidae,Thamnomanes_caesius,
4021,4021,277,Thamman_caesi_SP91353,Thamnomanes caesius,caesius,Thamnomanes caesius,Thamnomanes caesius,Thamnomanes caesius,Thamnophilidae,Thamnomanes_caesius,
4022,4022,276,Thamman_satnus_LSU4600,Thamnomanes saturninus,huallagae,Thamnomanes saturninus,Thamnomanes saturninus,Thamnomanes saturninus,Thamnophilidae,Thamnomanes_saturninus,
4023,4023,275,Thamman_satnus_MZU92763,Thamnomanes saturninus,saturninus,Thamnomanes saturninus,Thamnomanes saturninus,Thamnomanes saturninus,Thamnophilidae,Thamnomanes_saturninus,
4024,4024,275,Thamman_satnus_MZU92763,Thamnomanes saturninus,saturninus,Thamnomanes saturninus,Thamnomanes saturninus,Thamnomanes saturninus,Thamnophilidae,Thamnomanes_saturninus,
4025,4025,276,Thamman_satnus_LSU4600,Thamnomanes saturninus,huallagae,Thamnomanes saturninus,Thamnomanes saturninus,Thamnomanes saturninus,Thamnophilidae,Thamnomanes_saturninus,
4026,4026,283,Thamman_schnus_LSU76233,Thamnomanes schistogynus,intermedius,Thamnomanes schistogynus,Thamnomanes schistogynus,Thamnomanes schistogynus,Thamnophilidae,Thamnomanes_schistogynus,
4027,4027,282,Thamman_schnus_LSU992,Thamnomanes schistogynus,schistogynus,Thamnomanes schistogynus,Thamnomanes schistogynus,Thamnomanes schistogynus,Thamnophilidae,Thamnomanes_schistogynus,
4028,4028,282,Thamman_schnus_LSU992,Thamnomanes schistogynus,schistogynus,Thamnomanes schistogynus,Thamnomanes schistogynus,Thamnomanes schistogynus,Thamnophilidae,Thamnomanes_schistogynus,
4029,4029,283,Thamman_schnus_LSU76233,Thamnomanes schistogynus,intermedius,Thamnomanes schistogynus,Thamnomanes schistogynus,Thamnomanes schistogynus,Thamnophilidae,Thamnomanes_schistogynus,
4030,4030,282,Thamman_schnus_LSU992,Thamnomanes schistogynus,schistogynus,Thamnomanes schistogynus,Thamnomanes schistogynus,Thamnomanes schistogynus,Thamnophilidae,Thamnomanes_schistogynus,
4031,4031,203,Thamphil_aethi_LSUMZ40722,Thamnophilus aethiops,kapouni,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilidae,Thamnophilus_aethiops,
4032,4032,203,Thamphil_aethi_LSUMZ40722,Thamnophilus aethiops,kapouni,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilidae,Thamnophilus_aethiops,
4033,4033,208,Thamphil_aethi_MZU81269,Thamnophilus aethiops,incertus,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilidae,Thamnophilus_aethiops,
4034,4034,209,Thamphil_aethi_MZU85797,Thamnophilus aethiops,distans,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilidae,Thamnophilus_aethiops,
4035,4035,202,Thamphil_aethi_MZU93741,Thamnophilus aethiops,polionotus,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilidae,Thamnophilus_aethiops,
4036,4036,207,Thamphil_aethi_MZU95391,Thamnophilus aethiops,atriceps,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilidae,Thamnophilus_aethiops,
4037,4037,205,Thamphil_aethi_MZUJ1799,Thamnophilus aethiops,injuctus,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilidae,Thamnophilus_aethiops,
4038,4038,205,Thamphil_aethi_MZUJ1799,Thamnophilus aethiops,injuctus,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilidae,Thamnophilus_aethiops,
4039,4039,206,Thamphil_aethi_LSUMZ12307,Thamnophilus aethiops,punctuliger,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilidae,Thamnophilus_aethiops,
4040,4040,203,Thamphil_aethi_LSUMZ40722,Thamnophilus aethiops,kapouni,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilidae,Thamnophilus_aethiops,
4041,4041,208,Thamphil_aethi_MZU81269,Thamnophilus aethiops,incertus,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilidae,Thamnophilus_aethiops,
4042,4042,209,Thamphil_aethi_MZU85797,Thamnophilus aethiops,distans,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilidae,Thamnophilus_aethiops,
4043,4043,202,Thamphil_aethi_MZU93741,Thamnophilus aethiops,polionotus,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilidae,Thamnophilus_aethiops,
4044,4044,207,Thamphil_aethi_MZU95391,Thamnophilus aethiops,atriceps,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilidae,Thamnophilus_aethiops,
4045,4045,205,Thamphil_aethi_MZUJ1799,Thamnophilus aethiops,injuctus,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilidae,Thamnophilus_aethiops,
4046,4046,206,Thamphil_aethi_LSUMZ12307,Thamnophilus aethiops,punctuliger,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilidae,Thamnophilus_aethiops,
4047,4047,203,Thamphil_aethi_LSUMZ40722,Thamnophilus aethiops,kapouni,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilidae,Thamnophilus_aethiops,
4048,4048,216,Thamphil_amacus_LSUMZ13045,Thamnophilus amazonicus,amazonicus,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilidae,Thamnophilus_amazonicus,
4049,4049,220,Thamphil_amacus_MZU81272,Thamnophilus amazonicus,paraensis,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilidae,Thamnophilus_amazonicus,
4050,4050,217,Thamphil_amacus_MZU88911,Thamnophilus amazonicus,cinereiceps,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilidae,Thamnophilus_amazonicus,
4051,4051,219,Thamphil_amacus_MZU90063,Thamnophilus amazonicus,obscurus,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilidae,Thamnophilus_amazonicus,
4052,4052,218,Thamphil_amacus_MZU93755,Thamnophilus amazonicus,divaricatus,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilidae,Thamnophilus_amazonicus,
4053,4053,216,Thamphil_amacus_LSUMZ13045,Thamnophilus amazonicus,amazonicus,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilidae,Thamnophilus_amazonicus,
4054,4054,220,Thamphil_amacus_MZU81272,Thamnophilus amazonicus,paraensis,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilidae,Thamnophilus_amazonicus,
4055,4055,217,Thamphil_amacus_MZU88911,Thamnophilus amazonicus,cinereiceps,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilidae,Thamnophilus_amazonicus,
4056,4056,219,Thamphil_amacus_MZU90063,Thamnophilus amazonicus,obscurus,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilidae,Thamnophilus_amazonicus,
4057,4057,218,Thamphil_amacus_MZU93755,Thamnophilus amazonicus,divaricatus,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilidae,Thamnophilus_amazonicus,
4058,4058,216,Thamphil_amacus_LSUMZ13045,Thamnophilus amazonicus,amazonicus,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilidae,Thamnophilus_amazonicus,
4059,4059,60035,Thamphil_amacus_LSU25411,Thamnophilus amazonicus,,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilidae,Thamnophilus_amazonicus,
4060,4060,60036,Thamphil_amacus_LSU44814,Thamnophilus amazonicus,,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilidae,Thamnophilus_amazonicus,
4061,4061,60037,Thamphil_amacus_LSU81122,Thamnophilus amazonicus,,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilidae,Thamnophilus_amazonicus,
4062,4062,183,Thamphil_ambus_MZU86040,Thamnophilus ambiguus,-,Thamnophilus ambiguus,Thamnophilus ambiguus,Thamnophilus ambiguus,Thamnophilidae,Thamnophilus_punctatus,
4063,4063,184,Thamphil_ambus_MZU91378,Thamnophilus ambiguus,?,Thamnophilus ambiguus,Thamnophilus ambiguus,Thamnophilus ambiguus,Thamnophilidae,Thamnophilus_punctatus,
4064,4064,183,Thamphil_ambus_MZU86040,Thamnophilus ambiguus,-,Thamnophilus ambiguus,Thamnophilus ambiguus,Thamnophilus ambiguus,Thamnophilidae,Thamnophilus_punctatus,
4065,4065,184,Thamphil_ambus_MZU91378,Thamnophilus ambiguus,?,Thamnophilus ambiguus,Thamnophilus ambiguus,Thamnophilus ambiguus,Thamnophilidae,Thamnophilus_punctatus,
4066,4066,210,Thamphil_aroy_LSU58402,Thamnophilus aroyae,-,Thamnophilus aroyae,Thamnophilus aroyae,Thamnophilus aroyae,Thamnophilidae,Thamnophilus_aroyae,
4067,4067,210,Thamphil_aroy_LSU58402,Thamnophilus aroyae,-,Thamnophilus aroyae,Thamnophilus aroyae,Thamnophilus aroyae,Thamnophilidae,Thamnophilus_aroyae,
4068,4068,144,Thamphil_atrcha_L46549,Thamnophilus atrinucha,atrinucha,Thamnophilus atrinucha,Thamnophilus atrinucha,Thamnophilus atrinucha,Thamnophilidae,Thamnophilus_atrinucha,
4069,4069,144,Thamphil_atrcha_L46549,Thamnophilus atrinucha,atrinucha,Thamnophilus atrinucha,Thamnophilus atrinucha,Thamnophilus atrinucha,Thamnophilidae,Thamnophilus_atrinucha,
4070,4070,141,Thamphil_berna_L5136,Thamnophilus bernardi,bernardi,Thamnophilus bernardi,Thamnophilus bernardi,Thamnophilus bernardi,Thamnophilidae,Sakesphorus_bernardi,
4071,4071,141,Thamphil_berna_L5136,Thamnophilus bernardi,bernardi,Thamnophilus bernardi,Thamnophilus bernardi,Thamnophilus bernardi,Thamnophilidae,Sakesphorus_bernardi,
4072,4072,142,Thamphil_berna_LSU45997,Thamnophilus bernardi,shumbae,Thamnophilus bernardi,Thamnophilus bernardi,Thamnophilus shumbae,Thamnophilidae,Sakesphorus_bernardi,
4073,4073,141,Thamphil_berna_L5136,Thamnophilus bernardi,bernardi,Thamnophilus bernardi,Thamnophilus bernardi,Thamnophilus bernardi,Thamnophilidae,Sakesphorus_bernardi,
4074,4074,142,Thamphil_berna_LSU45997,Thamnophilus bernardi,shumbae,Thamnophilus bernardi,Thamnophilus bernardi,Thamnophilus shumbae,Thamnophilidae,Sakesphorus_bernardi,
4075,4075,154,Thamphil_bridge_L81995,Thamnophilus bridgesi,-,Thamnophilus bridgesi,Thamnophilus bridgesi,Thamnophilus bridgesi,Thamnophilidae,Thamnophilus_bridgesi,
4076,4076,154,Thamphil_bridge_L81995,Thamnophilus bridgesi,-,Thamnophilus bridgesi,Thamnophilus bridgesi,Thamnophilus bridgesi,Thamnophilidae,Thamnophilus_bridgesi,
4077,4077,188,Thamphil_caecen_LSU1684,Thamnophilus caerulescens,melanochrous,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4078,4078,188,Thamphil_caecen_LSU1684,Thamnophilus caerulescens,melanochrous,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4079,4079,193,Thamphil_caecen_LSU34687,Thamnophilus caerulescens,paraguayensis,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4080,4080,191,Thamphil_caecen_LSU38284,Thamnophilus caerulescens,connectens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4081,4081,200114,Thamphil_caecen_LSU38384,Thamnophilus caerulescens,aspersiventer,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4082,4082,192,Thamphil_caecen_LSU50102,Thamnophilus caerulescens,subandinus,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4083,4083,200504,Thamphil_caecen_MZUSP82637,Thamnophilus caerulescens,,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4084,4084,200476,Thamphil_caecen_MZUSP91196,Thamnophilus caerulescens,,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4085,4085,200483,Thamphil_caecen_MZUSP91661,Thamnophilus caerulescens,,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4086,4086,200523,Thamphil_caecen_MZUSP93176,Thamnophilus caerulescens,,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4087,4087,200510,Thamphil_caecen_MZUSPALG020,Thamnophilus caerulescens,,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4088,4088,200505,Thamphil_caecen_MZUSPALG080,Thamnophilus caerulescens,,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4089,4089,200492,Thamphil_caecen_MZUSPALG085,Thamnophilus caerulescens,,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4090,4090,200478,Thamphil_caecen_MZUSPALG086,Thamnophilus caerulescens,,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4091,4091,200511,Thamphil_caecen_MZUSPALG102,Thamnophilus caerulescens,,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4092,4092,200510,Thamphil_caecen_MZUSPALG020,Thamnophilus caerulescens,,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4093,4093,200505,Thamphil_caecen_MZUSPALG080,Thamnophilus caerulescens,,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4094,4094,200492,Thamphil_caecen_MZUSPALG085,Thamnophilus caerulescens,,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4095,4095,200478,Thamphil_caecen_MZUSPALG086,Thamnophilus caerulescens,,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4096,4096,200511,Thamphil_caecen_MZUSPALG102,Thamnophilus caerulescens,,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4097,4097,187,Thamphil_caecen_MZUSPML2030,Thamnophilus caerulescens,caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
